State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,06/02/2025,600,1000,1000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,12/02/2025,500,800,800,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,13/02/2025,500,1000,1000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,14/02/2025,500,600,600,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,21/02/2025,600,1000,1000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,22/02/2025,600,1000,1000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,25/02/2025,600,1000,1000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,26/02/2025,500,1000,1000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,05/12/2024,2800,4000,4000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,12/12/2024,2400,3000,3000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,13/12/2024,2100,3200,3200,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,17/12/2024,2000,2600,2600,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,24/12/2024,2000,2400,2400,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,30/12/2024,2000,2400,2400,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,04/06/2025,1200,2000,2000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,12/06/2025,2800,4000,4000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,14/06/2025,2000,4000,4000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,16/06/2025,1500,2500,2500,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,02/07/2025,2000,3000,3000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,03/07/2025,2000,3500,3500,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,10/07/2025,3000,4000,4000,78
